比赛时间,比赛ID,联赛名称,主队,客队,主队（让球）vs客队,半场比分,全场比分,总进球数,胜赔率,平赔率,负赔率
2022/7/3,周六026,挪超,奥德,博德闪耀,奥德（+1）vs博德闪耀,'1:1,'3:2,5,4,3.9,1.58
2022/7/4,周日024,美职足,圣何塞地震,芝加哥火焰,圣何塞地震（-1）vs芝加哥火焰,'0:0,'2:1,3,1.9,3.48,3.08
2022/7/4,周日023,美职足,休斯敦迪纳摩,夏洛特FC,休斯敦迪纳摩（-1）vs夏洛特FC,'0:1,'1:2,3,1.98,3.25,3.06
2022/7/4,周日022,美职足,纳什维尔,波特兰伐木工,纳什维尔（-1）vs波特兰伐木工,'1:0,'2:2,4,1.6,3.5,4.4
2022/7/4,周日021,美职足,明尼苏达联,皇家盐湖城,明尼苏达联（-1）vs皇家盐湖城,'2:0,'3:2,5,1.93,3.35,3.1
2022/7/4,周日020,美职足,堪萨斯城竞技,纽约红牛,堪萨斯城竞技（+1）vs纽约红牛,'0:0,'0:1,1,2.66,3.08,2.28
2022/7/4,周日019,美职足,哥伦布机员,费城联合,哥伦布机员（-1）vs费城联合,'0:0,'0:0,0,2,3.06,3.2
2022/7/4,周日018,美职足,新英格兰革命,辛辛那提FC,新英格兰革命（-1）vs辛辛那提FC,'1:1,'2:2,4,1.51,3.95,4.5
2022/7/4,周日017,美职足,纽约城,亚特兰大联,纽约城（-1）vs亚特兰大联,'1:0,'2:2,4,1.4,4.2,5.35
2022/7/4,周日016,巴甲,米内罗美洲,戈亚斯,米内罗美洲（-1）vs戈亚斯,'0:0,'1:0,1,1.66,3.06,4.75
2022/7/4,周日015,巴甲,科里蒂巴,福塔雷萨,科里蒂巴（-1）vs福塔雷萨,'1:0,'2:1,3,2.25,2.96,2.8
2022/7/4,周日014,巴甲,戈亚尼亚竞技,圣保罗,戈亚尼亚竞技（-1）vs圣保罗,'1:1,'1:2,3,2.43,2.75,2.75
2022/7/4,周日013,挪超,维京,罗森博格,维京（-1）vs罗森博格,'0:1,'1:1,2,1.75,3.6,3.45
2022/7/4,周日012,挪超,奥勒松,斯特罗姆加斯特,奥勒松（-1）vs斯特罗姆加斯特,'0:0,'1:0,1,2.08,3.45,2.72
2022/7/4,周日011,挪超,汉坎,莫尔德,汉坎（+1）vs莫尔德,'0:0,'0:0,0,3.3,3.6,1.79
2022/7/4,周日010,挪超,克里斯蒂安松,利勒斯特罗姆,克里斯蒂安松（+1）vs利勒斯特罗姆,'1:0,'1:3,4,3.2,3.4,1.88
2022/7/4,周日009,挪超,萨尔普斯堡,桑纳菲尤尔,萨尔普斯堡（-1）vs桑纳菲尤尔,'2:2,'4:3,7,1.3,4.95,5.95
2022/7/5,周二003,韩职,蔚山现代,江原FC,蔚山现代（-1）vs江原FC,'0:0,'2:1,3,1.45,3.75,5.5
2022/7/5,周二002,韩职,城南FC,浦项制铁,城南FC（+1）vs浦项制铁,'1:0,'1:4,5,5.2,3.46,1.52
2022/7/5,周二001,韩职,金泉尚武,济州SK,金泉尚武（+1）vs济州SK,'2:0,'4:0,4,2.58,3.15,2.3
2022/7/5,周一006,美职足,洛杉矶银河,蒙特利尔CF,洛杉矶银河（-1）vs蒙特利尔CF,'2:0,'4:0,4,1.68,3.65,3.7
2022/7/5,周一005,美职足,科罗拉多急流,奥斯汀FC,科罗拉多急流（-1）vs奥斯汀FC,'2:2,'2:3,5,1.53,3.8,4.5
2022/7/5,周一004,美职足,达拉斯FC,迈阿密国际,达拉斯FC（-1）vs迈阿密国际,'1:0,'1:1,2,1.38,4.12,5.8
2022/7/5,周一003,美职足,奥兰多城,华盛顿联,奥兰多城（-1）vs华盛顿联,'0:2,'3:5,8,1.6,3.6,4.25
2022/7/5,周一002,巴甲,布拉干蒂诺RB,博塔弗戈,布拉干蒂诺RB（-1）vs博塔弗戈,'0:0,'0:1,1,1.48,3.52,5.55
2022/7/5,周一001,瑞超,IFK哥德堡,代格福什,IFK哥德堡（-1）vs代格福什,'2:0,'2:0,2,1.63,3.5,4.16
2022/7/6,周三023,韩职,首尔FC,全北现代,首尔FC（+1）vs全北现代,'0:0,'0:1,1,3.4,3.3,1.85
2022/7/6,周三022,日职,浦和红钻,京都不死鸟,浦和红钻（-1）vs京都不死鸟,'1:0,'2:2,4,1.37,3.85,6.7
2022/7/6,周三021,韩职,水原三星,大邱FC,水原三星（+1）vs大邱FC,'0:1,'1:1,2,2.58,2.92,2.45
2022/7/6,周三020,韩职,仁川联,水原FC,仁川联（-1）vs水原FC,'0:0,'0:1,1,2.75,2.95,2.3
2022/7/6,周三019,日乙,仙台七夕,甲府风林,仙台七夕（-1）vs甲府风林,'2:0,'3:0,3,2.46,3.25,2.35
2022/7/6,周三018,日乙,枥木SC,东京绿茵,枥木SC（+1）vs东京绿茵,'0:0,'0:1,1,2.45,2.8,2.68
2022/7/6,周三017,日乙,町田泽维亚,水户蜀葵,町田泽维亚（-1）vs水户蜀葵,'2:0,'2:3,5,1.87,3.1,3.55
2022/7/6,周三016,日乙,横滨FC,秋田蓝色闪电,横滨FC（-1）vs秋田蓝色闪电,'0:0,'1:1,2,1.51,3.62,5
2022/7/6,周三015,日乙,新泻天鹅,千叶市原,新泻天鹅（-1）vs千叶市原,'1:1,'1:2,3,1.69,3.2,4.25
2022/7/6,周三014,日乙,金泽塞维根,群马温泉,金泽塞维根（-1）vs群马温泉,'2:0,'2:1,3,2.03,2.95,3.25
2022/7/6,周三013,日乙,冈山绿雉,大宫松鼠RB,冈山绿雉（-1）vs大宫松鼠RB,'1:0,'4:2,6,2,2.93,3.35
2022/7/6,周三012,日乙,山口雷诺法,大分三神,山口雷诺法（+1）vs大分三神,'0:0,'0:0,0,3.12,3.15,2
2022/7/6,周三011,日乙,长崎航海,山形山神,长崎航海（-1）vs山形山神,'1:1,'1:1,2,1.92,3.08,3.4
2022/7/6,周三010,日乙,熊本深红,德岛漩涡,熊本深红（-1）vs德岛漩涡,'0:1,'1:1,2,2.15,2.9,3.05
2022/7/6,周三009,日职,鹿岛鹿角,大阪樱花,鹿岛鹿角（-1）vs大阪樱花,'1:1,'3:3,6,1.91,3.35,3.15
2022/7/6,周三008,日职,柏太阳神,名古屋鲸八,柏太阳神（-1）vs名古屋鲸八,'0:1,'0:1,1,2.25,2.96,2.8
2022/7/6,周三007,日职,东京FC,札幌冈萨多,东京FC（-1）vs札幌冈萨多,'2:0,'3:0,3,2.2,3.35,2.59
2022/7/6,周三005,日职,横滨水手,广岛三箭,横滨水手（-1）vs广岛三箭,'1:0,'3:0,3,2.15,3.45,2.6
2022/7/6,周三004,日职,湘南海洋,大阪钢巴,湘南海洋（-1）vs大阪钢巴,'1:0,'1:0,1,1.92,3.15,3.32
2022/7/6,周三003,日职,磐田喜悦,福冈黄蜂,磐田喜悦（+1）vs福冈黄蜂,'0:0,'0:1,1,2.85,2.95,2.23
2022/7/6,周三002,日职,神户胜利船,清水鼓动,神户胜利船（-1）vs清水鼓动,'1:0,'2:1,3,1.67,3.6,3.8
2022/7/6,周三001,日乙,岩手盛冈仙鹤,琉球FC,岩手盛冈仙鹤（-1）vs琉球FC,'0:1,'0:1,1,1.97,3.2,3.15
2022/7/6,周二008,解放者杯,博卡青年,科林蒂安,博卡青年（-1）vs科林蒂安,'0:0,'0:0,0,1.77,2.9,4.35
2022/7/6,周二007,解放者杯,亚松森自由,巴拉纳竞技,亚松森自由（-1）vs巴拉纳竞技,'1:0,'1:1,2,1.9,3.15,3.4
2022/7/6,周二006,解放者杯,米内罗竞技,埃梅莱克,米内罗竞技（-2）vs埃梅莱克,'0:0,'1:0,1,1.21,5.15,8.5
2022/7/6,周二005,欧冠,新圣徒,林菲尔德,新圣徒（-1）vs林菲尔德,'0:0,'1:0,1,1.76,3.3,3.75
2022/7/6,周二004,欧冠,波兹南莱赫,卡拉巴赫,波兹南莱赫（-1）vs卡拉巴赫,'1:0,'1:0,1,1.92,3.05,3.45
2022/7/7,周三029,解放者杯,弗拉门戈,托利马体育,弗拉门戈（-1）vs托利马体育,'2:0,'7:1,8,1.28,4.4,7.7
2022/7/7,周三028,解放者杯,河床,萨斯菲尔德,河床（-1）vs萨斯菲尔德,'0:0,'0:0,0,1.35,4.15,6.35
2022/7/7,周三027,解放者杯,帕尔梅拉斯,波特诺山丘,帕尔梅拉斯（-1）vs波特诺山丘,'1:0,'5:0,5,1.25,4.7,7.9
2022/7/7,周三026,解放者杯,科隆竞技,铁路工场,科隆竞技（-1）vs铁路工场,'0:0,'0:2,2,2.1,2.8,3.27
2022/7/7,周三025,欧冠,兹林尼斯基,谢里夫,兹林尼斯基（+1）vs谢里夫,'0:0,'0:0,0,3.32,3,1.98
2022/7/8,周五002,韩职,济州SK,城南FC,济州SK（-1）vs城南FC,'1:0,'3:2,5,1.44,3.7,5.75
2022/7/8,周五001,韩职,江原FC,金泉尚武,江原FC（-1）vs金泉尚武,'2:0,'3:2,5,2.37,3,2.6
2022/7/8,周四002,解放者杯,拉普拉塔大学生,福塔雷萨,拉普拉塔大学生（-1）vs福塔雷萨,'1:0,'3:0,3,1.8,3,4
2022/7/9,周六007,瑞超,代格福什,北雪平,代格福什（+1）vs北雪平,'0:1,'1:1,2,3.4,3.5,1.79
2022/7/9,周六006,挪超,博德闪耀,萨尔普斯堡,博德闪耀（-1）vs萨尔普斯堡,'2:1,'4:1,5,1.28,5.15,6.1
2022/7/9,周六005,瑞超,马尔默,瓦尔贝里,马尔默（-1）vs瓦尔贝里,'1:0,'3:0,3,1.18,5.3,9.7
2022/7/9,周六004,韩职,大邱FC,蔚山现代,大邱FC（+1）vs蔚山现代,'0:0,'1:1,2,4,3.05,1.78
2022/7/9,周六003,韩职,全北现代,仁川联,全北现代（-1）vs仁川联,'2:0,'2:2,4,1.41,3.95,5.65
2022/7/9,周六002,日职,川崎前锋,大阪钢巴,川崎前锋（-1）vs大阪钢巴,'4:0,'4:0,4,1.27,4.75,7.1
2022/7/9,周六001,日职,磐田喜悦,神户胜利船,磐田喜悦（+1）vs神户胜利船,'0:0,'0:1,1,3.45,3.4,1.8
2022/7/9,周五005,美职足,温哥华白帽,明尼苏达联,温哥华白帽（-1）vs明尼苏达联,'0:0,'1:3,4,1.99,3.3,3
2022/7/9,周五004,美职足,洛杉矶FC,洛杉矶银河,洛杉矶FC（-1）vs洛杉矶银河,'1:0,'3:2,5,1.71,3.55,3.66
2022/7/9,周五003,美职足,费城联合,华盛顿联,费城联合（-1）vs华盛顿联,'5:0,'7:0,7,1.52,3.65,4.85
2022/7/10,周日023,瑞超,卡尔马,天狼星,卡尔马（-1）vs天狼星,'1:1,'1:1,2,1.58,3.5,4.55
2022/7/10,周日022,巴甲,科里蒂巴,尤文图德,科里蒂巴（-1）vs尤文图德,'0:2,'2:2,4,1.8,3.05,3.9
2022/7/10,周日021,瑞超,埃尔夫斯堡,AIK索尔纳,埃尔夫斯堡（-1）vsAIK索尔纳,'1:1,'2:2,4,2,3.15,3.12
2022/7/10,周日020,瑞超,米亚尔比,赫根,米亚尔比（+1）vs赫根,'1:0,'1:2,3,3.7,3.3,1.77
2022/7/10,周日019,韩职,水原FC,首尔FC,水原FC（+1）vs首尔FC,'0:1,'4:3,7,2.44,3.17,2.42
2022/7/10,周日018,韩职,浦项制铁,水原三星,浦项制铁（-1）vs水原三星,'1:0,'1:0,1,1.62,3.28,4.6
2022/7/10,周日017,日乙,山形山神,熊本深红,山形山神（-1）vs熊本深红,'0:1,'0:1,1,2.12,3.2,2.82
2022/7/10,周日016,日乙,群马温泉,町田泽维亚,群马温泉（+1）vs町田泽维亚,'0:1,'0:2,2,4.4,3.2,1.67
2022/7/10,周日015,日乙,大宫松鼠RB,东京绿茵,大宫松鼠RB（+1）vs东京绿茵,'0:1,'2:2,4,3.35,3.4,1.83
2022/7/10,周日014,日乙,山口雷诺法,新泻天鹅,山口雷诺法（+1）vs新泻天鹅,'0:1,'1:3,4,3.62,3.4,1.76
2022/7/10,周日013,日乙,大分三神,冈山绿雉,大分三神（-1）vs冈山绿雉,'2:1,'2:2,4,2.35,2.95,2.67
2022/7/10,周日012,日乙,琉球FC,仙台七夕,琉球FC（+1）vs仙台七夕,'0:1,'1:1,2,4.8,3.85,1.49
2022/7/10,周日011,日职,浦和红钻,东京FC,浦和红钻（-1）vs东京FC,'1:0,'3:0,3,1.74,3.15,4.05
2022/7/10,周日010,日职,大阪樱花,横滨水手,大阪樱花（+1）vs横滨水手,'1:0,'2:2,4,2.9,3.55,1.95
2022/7/10,周日009,日职,福冈黄蜂,京都不死鸟,福冈黄蜂（-1）vs京都不死鸟,'1:0,'1:0,1,1.9,2.95,3.65
2022/7/10,周日008,日乙,水户蜀葵,金泽塞维根,水户蜀葵（-1）vs金泽塞维根,'1:0,'1:1,2,1.85,3.38,3.3
2022/7/10,周日007,日乙,千叶市原,枥木SC,千叶市原（-1）vs枥木SC,'0:1,'0:1,1,2.08,2.48,3.92
2022/7/10,周日006,日乙,甲府风林,秋田蓝色闪电,甲府风林（-1）vs秋田蓝色闪电,'1:0,'3:1,4,1.67,3.17,4.45
2022/7/10,周日005,日乙,德岛漩涡,横滨FC,德岛漩涡（+1）vs横滨FC,'0:1,'1:1,2,2.98,2.9,2.18
2022/7/10,周日004,日乙,长崎航海,岩手盛冈仙鹤,长崎航海（-1）vs岩手盛冈仙鹤,'2:0,'2:2,4,1.35,4.1,6.45
2022/7/10,周日003,日职,名古屋鲸八,清水鼓动,名古屋鲸八（-1）vs清水鼓动,'0:1,'0:2,2,1.72,3.15,4.15
2022/7/10,周日002,日职,广岛三箭,湘南海洋,广岛三箭（-1）vs湘南海洋,'0:0,'1:1,2,2,2.95,3.35
2022/7/10,周日001,日职,札幌冈萨多,鹿岛鹿角,札幌冈萨多（+1）vs鹿岛鹿角,'0:0,'0:0,0,2.8,3.65,1.97
2022/7/10,周六022,美职足,皇家盐湖城,科罗拉多急流,皇家盐湖城（-1）vs科罗拉多急流,'1:0,'2:2,4,1.83,3.3,3.45
2022/7/10,周六021,美职足,休斯敦迪纳摩,达拉斯FC,休斯敦迪纳摩（-1）vs达拉斯FC,'0:1,'2:2,4,2.29,3.28,2.52
2022/7/10,周六020,美职足,奥兰多城,迈阿密国际,奥兰多城（-1）vs迈阿密国际,'0:0,'1:0,1,1.55,3.65,4.55
2022/7/10,周六019,美职足,芝加哥火焰,哥伦布机员,芝加哥火焰（-1）vs哥伦布机员,'2:0,'2:3,5,2.06,3.06,3.06
2022/7/10,周六018,美职足,辛辛那提FC,纽约红牛,辛辛那提FC（+1）vs纽约红牛,'1:1,'1:1,2,2.69,3.38,2.12
2022/7/10,周六017,美职足,蒙特利尔CF,堪萨斯城竞技,蒙特利尔CF（-1）vs堪萨斯城竞技,'1:1,'1:2,3,1.6,3.6,4.25
2022/7/10,周六016,美职足,多伦多FC,圣何塞地震,多伦多FC（-1）vs圣何塞地震,'0:1,'2:2,4,2.04,3.58,2.7
2022/7/10,周六015,巴甲,戈亚斯,巴拉纳竞技,戈亚斯（-1）vs巴拉纳竞技,'2:0,'2:1,3,2.5,2.88,2.55
2022/7/10,周六014,美职足,夏洛特FC,纳什维尔,夏洛特FC（-1）vs纳什维尔,'1:0,'4:1,5,2.16,3.08,2.85
2022/7/10,周六013,美职足,亚特兰大联,奥斯汀FC,亚特兰大联（-1）vs奥斯汀FC,'0:2,'0:3,3,1.63,3.9,3.72
2022/7/10,周六012,巴甲,弗鲁米嫩塞,塞阿拉,弗鲁米嫩塞（-1）vs塞阿拉,'1:0,'2:1,3,1.63,3.08,5
2022/7/10,周六011,美职足,西雅图海湾人,波特兰伐木工,西雅图海湾人（-1）vs波特兰伐木工,'0:1,'0:3,3,1.68,3.6,3.75
2022/7/10,周六010,巴甲,布拉干蒂诺RB,阿瓦伊,布拉干蒂诺RB（-1）vs阿瓦伊,'0:0,'4:0,4,1.37,3.95,6.4
2022/7/10,周六009,美职足,纽约城,新英格兰革命,纽约城（-1）vs新英格兰革命,'2:1,'4:2,6,1.54,3.85,4.35
2022/7/10,周六008,挪超,斯特罗姆加斯特,奥德,斯特罗姆加斯特（-1）vs奥德,'0:0,'0:0,0,1.57,3.96,4
2022/7/11,周日033,巴甲,库亚巴,博塔弗戈,库亚巴（-1）vs博塔弗戈,'1:0,'2:0,2,2,2.87,3.45
2022/7/11,周日032,巴甲,米内罗竞技,圣保罗,米内罗竞技（-1）vs圣保罗,'0:0,'0:0,0,1.46,3.7,5.45
2022/7/11,周日031,巴甲,桑托斯,戈亚尼亚竞技,桑托斯（-1）vs戈亚尼亚竞技,'0:0,'1:0,1,1.71,3.25,4.05
2022/7/11,周日029,巴甲,科林蒂安,弗拉门戈,科林蒂安（+1）vs弗拉门戈,'0:0,'1:0,1,3,2.9,2.18
2022/7/11,周日028,挪超,海于格松,汉坎,海于格松（-1）vs汉坎,'1:1,'1:1,2,1.87,3.35,3.27
2022/7/11,周日027,挪超,利勒斯特罗姆,维京,利勒斯特罗姆（-1）vs维京,'0:0,'0:1,1,2.01,3.35,2.93
2022/7/11,周日026,挪超,莫尔德,特罗姆瑟,莫尔德（-1）vs特罗姆瑟,'3:1,'5:1,6,1.53,3.75,4.6
2022/7/11,周日024,挪超,瓦勒伦加,克里斯蒂安松,瓦勒伦加（-1）vs克里斯蒂安松,'0:0,'3:0,3,1.41,4.25,5.15
2022/7/12,周一004,巴甲,巴西国际,米内罗美洲,巴西国际（-1）vs米内罗美洲,'0:0,'1:0,1,1.48,3.6,5.4
2022/7/12,周一003,瑞超,赫尔辛堡,佐加顿斯,赫尔辛堡（+1）vs佐加顿斯,'0:1,'0:2,2,5.6,3.75,1.44
2022/7/12,周一002,瑞超,哈马比,IFK哥德堡,哈马比（-1）vsIFK哥德堡,'1:0,'3:0,3,1.48,3.7,5.2
2022/7/12,周一001,瑞超,韦纳穆,松兹瓦尔,韦纳穆（-1）vs松兹瓦尔,'1:0,'1:1,2,1.39,4.05,5.8
2022/7/13,周三002,天皇杯,鹿岛鹿角,大阪钢巴,鹿岛鹿角（-1）vs大阪钢巴,'0:0,'2:0,2,1.52,3.8,4.6
2022/7/13,周三001,天皇杯,神户胜利船,柏太阳神,神户胜利船（-1）vs柏太阳神,'1:0,'2:1,3,3.12,3.25,1.96
2022/7/13,周二006,美职足,奥斯汀FC,休斯敦迪纳摩,奥斯汀FC（-1）vs休斯敦迪纳摩,'1:1,'3:1,4,1.64,3.7,3.85
2022/7/13,周二005,巴西杯,克鲁塞罗,弗鲁米嫩塞,克鲁塞罗（-1）vs弗鲁米嫩塞,'0:0,'0:3,3,2.35,2.75,2.86
2022/7/13,周二004,巴西杯,巴拉纳竞技,巴伊亚,巴拉纳竞技（-1）vs巴伊亚,'0:1,'2:1,3,1.6,3.2,4.95
2022/7/13,周二002,欧冠,谢里夫,兹林尼斯基,谢里夫（-1）vs兹林尼斯基,'1:0,'1:0,1,1.64,3.1,4.85
2022/7/13,周二001,欧冠,卡拉巴赫,波兹南莱赫,卡拉巴赫（-1）vs波兹南莱赫,'2:1,'5:1,6,1.79,3.15,3.8
2022/7/14,周三017,美职足,洛杉矶银河,圣何塞地震,洛杉矶银河（-1）vs圣何塞地震,'0:3,'2:3,5,1.44,4.15,4.9
2022/7/14,周三016,美职足,科罗拉多急流,奥兰多城,科罗拉多急流（-1）vs奥兰多城,'0:1,'1:1,2,1.63,3.55,4.1
2022/7/14,周三015,美职足,达拉斯FC,纽约城,达拉斯FC（-1）vs纽约城,'0:1,'0:1,1,2.38,3.2,2.46
2022/7/14,周三014,美职足,纳什维尔,西雅图海湾人,纳什维尔（-1）vs西雅图海湾人,'1:0,'1:0,1,1.69,3.4,3.95
2022/7/14,周三013,巴西杯,弗拉门戈,米内罗竞技,弗拉门戈（-1）vs米内罗竞技,'1:0,'2:0,2,1.79,3.15,3.8
2022/7/14,周三012,巴西杯,桑托斯,科林蒂安,桑托斯（-1）vs科林蒂安,'0:0,'1:0,1,1.8,3.05,3.9
2022/7/14,周三011,美职足,芝加哥火焰,多伦多FC,芝加哥火焰（-1）vs多伦多FC,'2:0,'2:0,2,1.5,3.95,4.55
2022/7/14,周三010,美职足,辛辛那提FC,温哥华白帽,辛辛那提FC（-1）vs温哥华白帽,'2:1,'2:2,4,1.63,3.65,3.98
2022/7/14,周三009,美职足,华盛顿联,哥伦布机员,华盛顿联（-1）vs哥伦布机员,'0:0,'2:2,4,2.08,3.4,2.75
2022/7/14,周三008,美职足,迈阿密国际,费城联合,迈阿密国际（+1）vs费城联合,'0:1,'1:2,3,2.7,3.12,2.23
2022/7/14,周三007,美职足,明尼苏达联,堪萨斯城竞技,明尼苏达联（-1）vs堪萨斯城竞技,'1:0,'1:1,2,1.57,3.7,4.3
2022/7/14,周三006,美职足,亚特兰大联,皇家盐湖城,亚特兰大联（-1）vs皇家盐湖城,'2:1,'2:1,3,1.7,3.65,3.62
2022/7/14,周三005,巴西杯,塞阿拉,福塔雷萨,塞阿拉（-1）vs福塔雷萨,'0:0,'1:0,1,2.2,2.9,2.95
2022/7/14,周三004,巴西杯,戈亚斯,戈亚尼亚竞技,戈亚斯（+1）vs戈亚尼亚竞技,'0:1,'0:3,3,2.82,2.84,2.31
2022/7/14,周三003,欧冠,林菲尔德,新圣徒,林菲尔德（-1）vs新圣徒,'0:0,'1:0,1,2.2,3,2.85
2022/7/14,周二003,欧冠,克拉克斯维克,博德闪耀,克拉克斯维克（+1）vs博德闪耀,'2:0,'3:1,4,4.9,3.85,1.48
2022/7/15,周四002,巴西杯,博塔弗戈,米内罗美洲,博塔弗戈（-1）vs米内罗美洲,'0:1,'0:2,2,1.76,3.15,3.95
2022/7/15,周四001,巴西杯,帕尔梅拉斯,圣保罗,帕尔梅拉斯（-1）vs圣保罗,'2:0,'2:1,3,1.45,3.65,5.7
2022/7/16,周六025,瑞超,佐加顿斯,韦纳穆,佐加顿斯（-1）vs韦纳穆,'2:0,'5:0,5,1.27,4.6,7.5
2022/7/16,周六024,俄超,奥伦堡,苏维埃之翼,奥伦堡（+1）vs苏维埃之翼,'1:0,'2:4,6,2.58,3.05,2.36
2022/7/16,周六023,挪超,格里姆斯塔,桑纳菲尤尔,格里姆斯塔（-1）vs桑纳菲尤尔,'0:0,'1:2,3,2.33,3.35,2.43
2022/7/16,周六022,瑞超,北雪平,马尔默,北雪平（+1）vs马尔默,'0:1,'0:2,2,3.35,3.3,1.86
2022/7/16,周六021,俄超,莫斯科中央陆军,乌拉尔,莫斯科中央陆军（-1）vs乌拉尔,'1:0,'2:0,2,1.65,3.4,4.2
2022/7/16,周六020,德乙,菲尔特,基尔,菲尔特（-1）vs基尔,'0:1,'2:2,4,1.93,3.3,3.15
2022/7/16,周六019,德乙,圣保利,纽伦堡,圣保利（-1）vs纽伦堡,'3:0,'3:2,5,2.15,3.3,2.7
2022/7/16,周六018,德乙,桑德豪森,比勒费尔德,桑德豪森（+1）vs比勒费尔德,'1:0,'2:1,3,2.8,3.05,2.2
2022/7/16,周六017,德乙,雷根斯堡,达姆施塔特,雷根斯堡（+1）vs达姆施塔特,'1:0,'2:0,2,3.62,3.55,1.72
2022/7/16,周六016,韩职,首尔FC,大邱FC,首尔FC（-1）vs大邱FC,'0:0,'2:1,3,2.2,2.88,2.96
2022/7/16,周六015,韩职,浦项制铁,济州SK,浦项制铁（-1）vs济州SK,'0:0,'1:1,2,1.73,3.45,3.68
2022/7/16,周六014,韩职,水原FC,江原FC,水原FC（-1）vs江原FC,'1:1,'2:4,6,2.08,3.2,2.9
2022/7/16,周六013,日乙,金泽塞维根,新泻天鹅,金泽塞维根（+1）vs新泻天鹅,'0:1,'0:3,3,4.55,3.55,1.57
2022/7/16,周六012,日乙,大分三神,群马温泉,大分三神（-1）vs群马温泉,'1:0,'2:1,3,1.76,3.11,4
2022/7/16,周六010,日职,柏太阳神,札幌冈萨多,柏太阳神（-1）vs札幌冈萨多,'1:0,'1:0,1,1.92,3.48,3.02
2022/7/16,周六009,日职,湘南海洋,福冈黄蜂,湘南海洋（-1）vs福冈黄蜂,'0:0,'0:0,0,2.28,2.7,3.03
2022/7/16,周六008,日职,大阪钢巴,大阪樱花,大阪钢巴（+1）vs大阪樱花,'1:0,'1:2,3,3.25,3.16,1.94
2022/7/16,周六007,韩职,全北现代,城南FC,全北现代（-1）vs城南FC,'1:0,'3:2,5,1.33,4.2,6.7
2022/7/16,周六006,韩职,蔚山现代,水原三星,蔚山现代（-1）vs水原三星,'0:0,'2:1,3,1.54,3.35,5.22
2022/7/16,周六005,韩职,金泉尚武,仁川联,金泉尚武（-1）vs仁川联,'0:0,'0:1,1,1.83,3.25,3.5
2022/7/16,周六004,日乙,岩手盛冈仙鹤,仙台七夕,岩手盛冈仙鹤（+1）vs仙台七夕,'0:1,'1:5,6,3.45,3.33,1.82
2022/7/16,周六003,日乙,甲府风林,水户蜀葵,甲府风林（-1）vs水户蜀葵,'1:0,'1:1,2,2.5,2.84,2.58
2022/7/16,周六002,日职,鹿岛鹿角,神户胜利船,鹿岛鹿角（-1）vs神户胜利船,'0:0,'1:1,2,1.92,3.25,3.22
2022/7/16,周六001,日职,清水鼓动,浦和红钻,清水鼓动（+1）vs浦和红钻,'0:1,'1:2,3,4.05,3.45,1.66
2022/7/16,周五002,德乙,凯泽斯劳滕,汉诺威96,凯泽斯劳滕（-1）vs汉诺威96,'1:0,'2:1,3,2.34,3.05,2.6
2022/7/16,周五001,俄超,莫斯科希姆基,圣彼得堡泽尼特,莫斯科希姆基（+1）vs圣彼得堡泽尼特,'0:1,'1:1,2,7.4,4.75,1.26
2022/7/17,周日016,俄超,莫斯科火车头,下诺夫哥罗德,莫斯科火车头（-1）vs下诺夫哥罗德,'0:0,'1:1,2,1.55,3.5,4.8
2022/7/17,周日015,瑞超,AIK索尔纳,卡尔马,AIK索尔纳（-1）vs卡尔马,'1:0,'1:0,1,1.65,3.2,4.52
2022/7/17,周日014,瑞超,哈马比,埃尔夫斯堡,哈马比（-1）vs埃尔夫斯堡,'2:0,'3:0,3,1.73,3.55,3.58
2022/7/17,周日013,瑞超,IFK哥德堡,米亚尔比,IFK哥德堡（-1）vs米亚尔比,'1:0,'1:1,2,1.97,2.9,3.48
2022/7/17,周日012,瑞超,天狼星,代格福什,天狼星（-1）vs代格福什,'1:0,'2:0,2,1.59,3.75,4.1
2022/7/17,周日011,俄超,莫斯科鱼雷,索契,莫斯科鱼雷（+1）vs索契,'0:2,'1:3,4,3.6,3.2,1.82
2022/7/17,周日010,德乙,帕德博恩,卡尔斯鲁厄,帕德博恩（-1）vs卡尔斯鲁厄,'0:0,'5:0,5,1.58,3.75,4.2
2022/7/17,周日009,德乙,罗斯托克,海登海姆,罗斯托克（-1）vs海登海姆,'0:0,'0:1,1,2.22,3.12,2.72
2022/7/17,周日008,德乙,不伦瑞克,汉堡,不伦瑞克（+1）vs汉堡,'0:0,'0:2,2,4.45,3.65,1.56
2022/7/17,周日007,日乙,琉球FC,大宫松鼠RB,琉球FC（+1）vs大宫松鼠RB,'0:0,'1:1,2,2.58,3.08,2.34
2022/7/17,周日006,日职,京都不死鸟,广岛三箭,京都不死鸟（+1）vs广岛三箭,'0:0,'1:1,2,4.65,3.4,1.59
2022/7/17,周日005,日乙,秋田蓝色闪电,山形山神,秋田蓝色闪电（+1）vs山形山神,'0:2,'0:2,2,3.35,3.05,1.95
2022/7/17,周日004,日乙,町田泽维亚,长崎航海,町田泽维亚（-1）vs长崎航海,'0:1,'1:2,3,2.32,2.82,2.83
2022/7/17,周日003,日乙,横滨FC,千叶市原,横滨FC（-1）vs千叶市原,'2:0,'4:0,4,2.03,3.05,3.15
2022/7/17,周日002,日乙,冈山绿雉,枥木SC,冈山绿雉（-1）vs枥木SC,'0:0,'0:0,0,1.94,2.78,3.78
